filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
Raul.wav,0.3283140957355499,0.04289983958005905,1709.1065582829233,1981.982485014357,3359.5784505208335,0.055483217592592594,-370.79864501953125,111.65782928466797,-18.531009674072266,10.00277328491211,4.381315231323242,-5.616515636444092,-9.876920700073242,1.366193175315857,-15.869640350341797,4.106535911560059,-7.05457067489624,-4.957727432250977,-5.180205345153809,-16.175935745239258,2.0989506244659424,-11.184748649597168,-13.467452049255371,-4.185654640197754,-17.79248046875,-6.568236351013184
